title;short_description;description;category;original_price;sale_price;regular_price;images;url
Moyra Acrylic Powder Dark Pink 12g;;;Moyra Acrylic Powder & Liquid;;;7,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/6d4497c11158f7601dcbbb7d8c781e61e655f826.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/492e1f8c3be720629a5900d7180b769f368345ef.jpg;https://www.nagelproduct.nl/a-54892362/moyra-acrylic-powder-liquid/moyra-acrylic-powder-dark-pink-12g/
Moyra Acrylic Powder Soft Pink 140g;;;Moyra Acrylic Powder & Liquid;;;39,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/798b26570ebe7f79f49796409abd93013ef3783a.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d65ef3116cdf91ebaa1119c3c96d875f837419b2.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/10c772943685f1da3c7f8facf54407910487e511.jpg;https://www.nagelproduct.nl/a-55339941/moyra-acrylic-powder-liquid/moyra-acrylic-powder-soft-pink-140g/
Moyra Acrylic Powder Soft Pink 12g;;;Moyra Acrylic Powder & Liquid;;;7,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1cb4d85ecd8738dfa4f03db8e78a2211cd0673a0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d65ef3116cdf91ebaa1119c3c96d875f837419b2.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/10c772943685f1da3c7f8facf54407910487e511.jpg;https://www.nagelproduct.nl/a-54892344/moyra-acrylic-powder-liquid/moyra-acrylic-powder-soft-pink-12g/
Moyra Acrylic Powder Soft Pink 28g;;;Moyra Acrylic Powder & Liquid;;;12,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1cb4d85ecd8738dfa4f03db8e78a2211cd0673a0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d65ef3116cdf91ebaa1119c3c96d875f837419b2.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/10c772943685f1da3c7f8facf54407910487e511.jpg;https://www.nagelproduct.nl/a-54892597/moyra-acrylic-powder-liquid/moyra-acrylic-powder-soft-pink-28g/
Moyra Acrylic Powder Clear 140g;;;Moyra Acrylic Powder & Liquid;;;39,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/f257f6b53d34fa16477da9446adf281d8a487be0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d9c00b7e3bdf737b1da9cc28f4d186c86efaec57.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/4cd27265198f2f66e2f3d2aaec9d9c74c595a324.jpg;https://www.nagelproduct.nl/a-55339935/moyra-acrylic-powder-liquid/moyra-acrylic-powder-clear-140g/
Moyra Acrylic Powder Clear 28g;;;Moyra Acrylic Powder & Liquid;;;12,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/e5a8f9f933c197d5fb47bdf04d03cddf87aafec6.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d9c00b7e3bdf737b1da9cc28f4d186c86efaec57.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/4cd27265198f2f66e2f3d2aaec9d9c74c595a324.jpg;https://www.nagelproduct.nl/a-54892591/moyra-acrylic-powder-liquid/moyra-acrylic-powder-clear-28g/
Moyra Acrylic Liquid 500ml;;;Moyra Acrylic Powder & Liquid;;;64,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7c3ee61c63d6819ba35858d6befb47b71dcbdf49.jpg;https://www.nagelproduct.nl/a-55245790/moyra-acrylic-powder-liquid/moyra-acrylic-liquid-500ml/
Moyra Acrylic Powder Clear 12g;;;Moyra Acrylic Powder & Liquid;;;7,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/e5a8f9f933c197d5fb47bdf04d03cddf87aafec6.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d9c00b7e3bdf737b1da9cc28f4d186c86efaec57.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/4cd27265198f2f66e2f3d2aaec9d9c74c595a324.jpg;https://www.nagelproduct.nl/a-54892316/moyra-acrylic-powder-liquid/moyra-acrylic-powder-clear-12g/
Moyra Acrylic Liquid 100ml;;;Moyra Acrylic Powder & Liquid;;;14,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7c3ee61c63d6819ba35858d6befb47b71dcbdf49.jpg;https://www.nagelproduct.nl/a-54892646/moyra-acrylic-powder-liquid/moyra-acrylic-liquid-100ml/
Moyra Acrylic Liquid 50ml;;;Moyra Acrylic Powder & Liquid;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fb3cf615ead6fafd763f82165930cb6c83e74f26.jpg;https://www.nagelproduct.nl/a-54892643/moyra-acrylic-powder-liquid/moyra-acrylic-liquid-50ml/
Moyra SuperShine Color Gel 609;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b8e686112a83892e94fca06eb7a5814ea25fe7c2.jpg;https://www.nagelproduct.nl/a-64974289/moyra-supershine-color-gel/moyra-supershine-color-gel-609/
Moyra SuperShine Color Gel 607;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/39756f1fc72c68815144e659da1e41bce1de5104.jpg;https://www.nagelproduct.nl/a-64974286/moyra-supershine-color-gel/moyra-supershine-color-gel-607/
Moyra SuperShine Color Gel 606;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/3d365d1eff41cc7d90da210a884bad1423b1ac36.jpg;https://www.nagelproduct.nl/a-64974284/moyra-supershine-color-gel/moyra-supershine-color-gel-606/
Moyra SuperShine Color Gel 605;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/019c262d2446828458afb095c631f2f771cd3783.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e1aeac1357a2d85ae2b3ada1d5c5bd10abe70b87.jpg;https://www.nagelproduct.nl/a-63801393/moyra-supershine-color-gel/moyra-supershine-color-gel-605/
Moyra SuperShine Color Gel 603;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5589a3184b815f60727a5b5a85a1e603f7997d0e.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e1aeac1357a2d85ae2b3ada1d5c5bd10abe70b87.jpg;https://www.nagelproduct.nl/a-63801413/moyra-supershine-color-gel/moyra-supershine-color-gel-603/
Moyra SuperShine Color Gel 608;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/ed5c7de9a934e02a3475b19cfae2a284668d5788.jpg;https://www.nagelproduct.nl/a-64974287/moyra-supershine-color-gel/moyra-supershine-color-gel-608/
Moyra SuperShine Color Gel 604;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/11a9b83b30d641b147aa2f064599da7fca76351e.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e1aeac1357a2d85ae2b3ada1d5c5bd10abe70b87.jpg;https://www.nagelproduct.nl/a-63801399/moyra-supershine-color-gel/moyra-supershine-color-gel-604/
Moyra SuperShine Color Gel 602;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/75a4f55fb38ca81581418b311563eb158aba524f.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e1aeac1357a2d85ae2b3ada1d5c5bd10abe70b87.jpg;https://www.nagelproduct.nl/a-63801419/moyra-supershine-color-gel/moyra-supershine-color-gel-602/
Moyra SuperShine Color Gel 601;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/962e7098f77338ac65da3053ac3488294f76a760.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e1aeac1357a2d85ae2b3ada1d5c5bd10abe70b87.jpg;https://www.nagelproduct.nl/a-63801424/moyra-supershine-color-gel/moyra-supershine-color-gel-601/
Moyra SuperShine Color Gel 600;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/79dc5fa9007125d92194f11bed8e32db742377d4.jpg;https://www.nagelproduct.nl/a-62107887/moyra-supershine-color-gel/moyra-supershine-color-gel-600/
Moyra SuperShine Color Gel 599;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/db7001b018b83d9076f4e985d9f3872bd0065f4c.jpg;https://www.nagelproduct.nl/a-62107883/moyra-supershine-color-gel/moyra-supershine-color-gel-599/
Moyra SuperShine Color Gel 597;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/335b642820a0837cbe8a14907e50512021bb9fb2.jpg;https://www.nagelproduct.nl/a-62107859/moyra-supershine-color-gel/moyra-supershine-color-gel-597/
Moyra SuperShine Color Gel 596;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/8239925d3270a0c7a3db187614bba87ff5407ff4.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/4a01390098c19ac5b76881f62b6c5592cc7c9aa4.jpg;https://www.nagelproduct.nl/a-62107856/moyra-supershine-color-gel/moyra-supershine-color-gel-596/
Moyra SuperShine Color Gel 595;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/3cb3f7a57ca011fd0ee6c668b268aace50d73cd0.jpg;https://www.nagelproduct.nl/a-61732292/moyra-supershine-color-gel/moyra-supershine-color-gel-595/
Moyra SuperShine Color Gel 594;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fdedbe1d574a781e72f53e6a877b196d6ece156d.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/a294194eb8d3772bc03c766fb69d8bb5c1239218.jpg;https://www.nagelproduct.nl/a-61732291/moyra-supershine-color-gel/moyra-supershine-color-gel-594/
Moyra SuperShine Color Gel 598;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5e729546e0ab68ed21a2f00ebe2713f1603e15a9.jpg;https://www.nagelproduct.nl/a-62107865/moyra-supershine-color-gel/moyra-supershine-color-gel-598/
Moyra SuperShine Color Gel 591;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/01ab60bb7ca8e88e4ff51e9c63a9362320107398.jpg;https://www.nagelproduct.nl/a-61732272/moyra-supershine-color-gel/moyra-supershine-color-gel-591/
Moyra SuperShine Color Gel 593;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/75bf1c41d28491c8e347b08b9391ef7a9901269a.jpg;https://www.nagelproduct.nl/a-61732280/moyra-supershine-color-gel/moyra-supershine-color-gel-593/
Moyra SuperShine Color Gel 592;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1e48bd2ddde12163534b04fa886e77f0969fb90b.jpg;https://www.nagelproduct.nl/a-61732274/moyra-supershine-color-gel/moyra-supershine-color-gel-592/
Moyra SuperShine Color Gel 590;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fe814aadbe631d0f8755404d55e15658a1f41363.jpg;https://www.nagelproduct.nl/a-60639590/moyra-supershine-color-gel/moyra-supershine-color-gel-590/
Moyra SuperShine Color Gel 587;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/c3cff0cec1dc6fd260c52ac1dce32852c4b482e5.jpg;https://www.nagelproduct.nl/a-60639566/moyra-supershine-color-gel/moyra-supershine-color-gel-587/
Moyra SuperShine Color Gel 589;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d3a83f0d01bf8011cad12e5b3a2ad46e60e7a0d2.jpg;https://www.nagelproduct.nl/a-60639585/moyra-supershine-color-gel/moyra-supershine-color-gel-589/
Moyra SuperShine Color Gel 588;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/796ee5d35fd99a02ca5ebaa4ad95c1891aa55242.jpg;https://www.nagelproduct.nl/a-60639569/moyra-supershine-color-gel/moyra-supershine-color-gel-588/
Moyra SuperShine Color Gel 586;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/58c578c207209d0bdce7742dd556fda5e930056c.jpg;https://www.nagelproduct.nl/a-60639560/moyra-supershine-color-gel/moyra-supershine-color-gel-586/
Moyra SuperShine Color Gel 585 Femme Fatale;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fe87e7a9a63c999827a2cb2daf1daca5038353e6.jpg;https://www.nagelproduct.nl/a-57886589/moyra-supershine-color-gel/moyra-supershine-color-gel-585-femme-fatale/
Moyra SuperShine Color Gel 584 Festive;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/f139c55ceda92ab834cbaea0cadae8a62cba97e6.jpg;https://www.nagelproduct.nl/a-57886588/moyra-supershine-color-gel/moyra-supershine-color-gel-584-festive/
Moyra SuperShine Color Gel 583 Papaya;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/e31bc8ff5793195d3329974061a4d0718f933bb2.jpg;https://www.nagelproduct.nl/a-57668396/moyra-supershine-color-gel/moyra-supershine-color-gel-583-papaya/
Moyra SuperShine Color Gel 582 Pearl;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9222a450c8c0f2f422a74d7eede569bee88c170d.jpg;https://www.nagelproduct.nl/a-57668395/moyra-supershine-color-gel/moyra-supershine-color-gel-582-pearl/
Moyra SuperShine Color Gel 580 Hot Chocolate;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1e65ba03b175649eae9abdb79cd0ac79e7cff454.jpg;https://www.nagelproduct.nl/a-55311959/moyra-supershine-color-gel/moyra-supershine-color-gel-580-hot-chocolate/
Moyra SuperShine Color Gel 581 Shark;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9436863a2d8339fcc23aabd5320f24e9a23354f2.jpg;https://www.nagelproduct.nl/a-57668393/moyra-supershine-color-gel/moyra-supershine-color-gel-581-shark/
Moyra SuperShine Color Gel 579 Smokey;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7f78de332c03d9acb3dcd03288cc94e16001911a.jpg;https://www.nagelproduct.nl/a-55311958/moyra-supershine-color-gel/moyra-supershine-color-gel-579-smokey/
Moyra SuperShine Color Gel 578 Pastel Cocoa;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/20e2447f08fe37316981d04fdc9851ede840e2ac.jpg;https://www.nagelproduct.nl/a-55311957/moyra-supershine-color-gel/moyra-supershine-color-gel-578-pastel-cocoa/
Moyra SuperShine Color Gel 577 Cloud;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/f723d0ff124f590bff16d4786819d4078c9c825b.jpg;https://www.nagelproduct.nl/a-55311956/moyra-supershine-color-gel/moyra-supershine-color-gel-577-cloud/
Moyra SuperShine Color Gel 576 Vanilla;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9e15b6ffe60974619339c8f4f1aa0aca18c12a6a.jpg;https://www.nagelproduct.nl/a-55311955/moyra-supershine-color-gel/moyra-supershine-color-gel-576-vanilla/
Moyra SuperShine Color Gel 575 Punch;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/2eba765e69d8b89c6447fa1f6922846a499fa235.jpg;https://www.nagelproduct.nl/a-55311954/moyra-supershine-color-gel/moyra-supershine-color-gel-575-punch/
Moyra SuperShine Color Gel 574 Coral;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/f01b509ef8a41b0c7ab16eace46dfe2423fac796.jpg;https://www.nagelproduct.nl/a-55311953/moyra-supershine-color-gel/moyra-supershine-color-gel-574-coral/
Moyra SuperShine Color Gel 573 Provence;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/ac3738e6e20b9b351cf2fc7a70741e574df8fa52.jpg;https://www.nagelproduct.nl/a-55311952/moyra-supershine-color-gel/moyra-supershine-color-gel-573-provence/
Moyra SuperShine Color Gel 572 Vivid Purple;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d1a85ef9841970fd2d5ff6f605880a1378068e06.jpg;https://www.nagelproduct.nl/a-55311951/moyra-supershine-color-gel/moyra-supershine-color-gel-572-vivid-purple/
Moyra SuperShine Color Gel 571 Vivid Pink;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/612632633fb7e1f2630be00e5940e33f74a77cc8.jpg;https://www.nagelproduct.nl/a-55311950/moyra-supershine-color-gel/moyra-supershine-color-gel-571-vivid-pink/
Moyra SuperShine Color Gel 570 Vivid Red;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d187fe639727a75397edaf3e03a856b3710585c8.jpg;https://www.nagelproduct.nl/a-55311949/moyra-supershine-color-gel/moyra-supershine-color-gel-570-vivid-red/
Moyra SuperShine Color Gel 569 Vivid Orange;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b0819e4089f144573c980b0e3c9e106a51644d39.jpg;https://www.nagelproduct.nl/a-55311948/moyra-supershine-color-gel/moyra-supershine-color-gel-569-vivid-orange/
Moyra SuperShine Color Gel 568 Vivid Yellow;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/8a2f31f486dc4006e1177a6014f5fb4c5c041fe8.jpg;https://www.nagelproduct.nl/a-55311947/moyra-supershine-color-gel/moyra-supershine-color-gel-568-vivid-yellow/
Moyra SuperShine Color Gel 567 Vivid Green;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7e43535235638565e33d7d05bb3d8adb31cb4714.jpg;https://www.nagelproduct.nl/a-55311946/moyra-supershine-color-gel/moyra-supershine-color-gel-567-vivid-green/
Moyra SuperShine Color Gel 556 Gentle;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/dd53a03d8a51650c5577f26d151b2673c46a04cd.jpg;https://www.nagelproduct.nl/a-55311945/moyra-supershine-color-gel/moyra-supershine-color-gel-556-gentle/
Moyra SuperShine Color Gel 555 Vanity;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/3726255165804aae33a02413ce50d776f98d136d.jpg;https://www.nagelproduct.nl/a-55311944/moyra-supershine-color-gel/moyra-supershine-color-gel-555-vanity/
Moyra SuperShine Color Gel 550 Yourself;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/dc27f93777f7e7d3bd8b96b8e9ba6042aa04f2bc.jpg;https://www.nagelproduct.nl/a-55311938/moyra-supershine-color-gel/moyra-supershine-color-gel-550-yourself/
Moyra SuperShine Color Gel 547 Highway;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/aab3f266cff77aa0836462a9509b6e1b8950193f.jpg;https://www.nagelproduct.nl/a-55311935/moyra-supershine-color-gel/moyra-supershine-color-gel-547-highway/
Moyra SuperShine Color Gel 551 Chic;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/50e2686a4a1ce0d14a7e041e597ac1d5b59ed8e4.jpg;https://www.nagelproduct.nl/a-55311939/moyra-supershine-color-gel/moyra-supershine-color-gel-551-chic/
Moyra SuperShine Color Gel 549 My Secret;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/7a3d10f7456c770a1659c16169a4b881d8e2d6fb.jpg;https://www.nagelproduct.nl/a-55311937/moyra-supershine-color-gel/moyra-supershine-color-gel-549-my-secret/
Moyra SuperShine Color Gel 548 After Glow;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/bc9052433df157af211a4d3c8f642754dd430ca5.jpg;https://www.nagelproduct.nl/a-55311936/moyra-supershine-color-gel/moyra-supershine-color-gel-548-after-glow/
Moyra SuperShine Color Gel 552 In Love;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/513402bfd40bab93d821496622bd4a0c477716c4.jpg;https://www.nagelproduct.nl/a-55311940/moyra-supershine-color-gel/moyra-supershine-color-gel-552-in-love/
Moyra SuperShine Color Gel 553 Alone;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5907cd2cf8013cbdf184a67c5d7ac8010fcd8145.jpg;https://www.nagelproduct.nl/a-55311941/moyra-supershine-color-gel/moyra-supershine-color-gel-553-alone/
Moyra SuperShine Color Gel 546 Elegant;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/c284df4b855d9974df6d4b8fa935c461f8c00377.jpg;https://www.nagelproduct.nl/a-55311934/moyra-supershine-color-gel/moyra-supershine-color-gel-546-elegant/
Moyra SuperShine Color Gel 554 Lemonade;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/17c3f9d8dac7b6294ca2bcf5b4a5ba1ce968fd62.jpg;https://www.nagelproduct.nl/a-55311942/moyra-supershine-color-gel/moyra-supershine-color-gel-554-lemonade/
Moyra SuperShine Color Gel 545 Police;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/0755ed867781941cf353f3e289207f3e1c08d4eb.jpg;https://www.nagelproduct.nl/a-55311933/moyra-supershine-color-gel/moyra-supershine-color-gel-545-police/
Moyra SuperShine Color Gel 543 Sweetie;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/ada808847ea2cf7431c88b30614c89ee62d16582.jpg;https://www.nagelproduct.nl/a-55311931/moyra-supershine-color-gel/moyra-supershine-color-gel-543-sweetie/
Moyra SuperShine Color Gel 542 Dance;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b7ba1679fa3cb48fa6c9187eb4d993b4096e225f.jpg;https://www.nagelproduct.nl/a-55311930/moyra-supershine-color-gel/moyra-supershine-color-gel-542-dance/
Moyra SuperShine Color Gel 541 Brownie;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5449b84c5a29d28e95b813809272affee4be4327.jpg;https://www.nagelproduct.nl/a-55311929/moyra-supershine-color-gel/moyra-supershine-color-gel-541-brownie/
Moyra SuperShine Color Gel 540 Cafe Latte;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/db310324d968a2149d8c6d30a55b9c656b40de3f.jpg;https://www.nagelproduct.nl/a-55311928/moyra-supershine-color-gel/moyra-supershine-color-gel-540-cafe-latte/
Moyra SuperShine Color Gel 539 Peppermint;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/09ce676bc0222325111064c15d5202c481051c35.jpg;https://www.nagelproduct.nl/a-55311927/moyra-supershine-color-gel/moyra-supershine-color-gel-539-peppermint/
